Repetition,Sample size,Reliability,metric,kind,category,type
33,8.0,0.8793825030644948,correlation,all,all,data
33,8.0,0.26501027891030604,correlation,shuffled,all,data
33,8.0,0.9101448106899682,correlation,2.0,all,data
33,8.0,0.8772233469203546,correlation,5.0,all,data
33,8.0,0.8733110756588801,correlation,1.0,all,data
33,8.0,0.7273970252621543,correlation,0.0,all,data
33,8.0,0.8850710946214517,correlation,3.0,all,data
33,8.0,0.898696236902079,correlation,7.0,all,data
33,8.0,0.8749464334435169,correlation,4.0,all,data
33,8.0,0.8875659783624634,correlation,6.0,all,data
33,8.0,0.012102734663710273,MSE,all,all,data
33,8.0,0.07829822616407982,MSE,shuffled,all,data
33,8.0,0.010143849206349207,MSE,2.0,all,data
33,8.0,0.012827280405405405,MSE,5.0,all,data
33,8.0,0.011819340128755365,MSE,1.0,all,data
33,8.0,0.012886135057471264,MSE,0.0,all,data
33,8.0,0.013241185897435897,MSE,3.0,all,data
33,8.0,0.013020833333333334,MSE,7.0,all,data
33,8.0,0.011385995370370371,MSE,4.0,all,data
33,8.0,0.017886513157894735,MSE,6.0,all,data
33,8.0,0.7615560017699372,r2,all,all,data
33,8.0,-0.4487996290300875,r2,shuffled,all,data
33,8.0,0.802789143711999,r2,2.0,all,data
33,8.0,0.7713995920408633,r2,5.0,all,data
33,8.0,0.7626181512392939,r2,1.0,all,data
33,8.0,0.6783454749176623,r2,0.0,all,data
33,8.0,0.7488204946571415,r2,3.0,all,data
33,8.0,0.7584602144573105,r2,7.0,all,data
33,8.0,0.7643352381828425,r2,4.0,all,data
33,8.0,0.6807785697501372,r2,6.0,all,data
34,8.0,0.8755751603718589,correlation,all,all,data
34,8.0,0.2936624581590212,correlation,shuffled,all,data
34,8.0,0.8802261256155467,correlation,2.0,all,data
34,8.0,0.8758491096362769,correlation,5.0,all,data
34,8.0,0.8725847050097196,correlation,1.0,all,data
34,8.0,0.762160091087358,correlation,0.0,all,data
34,8.0,0.8928630137670376,correlation,3.0,all,data
34,8.0,0.9253022420787301,correlation,7.0,all,data
34,8.0,0.8551640326940729,correlation,4.0,all,data
34,8.0,0.8809780215431559,correlation,6.0,all,data
34,8.0,0.011971371489283074,MSE,all,all,data
34,8.0,0.08016473808203992,MSE,shuffled,all,data
34,8.0,0.013616071428571429,MSE,2.0,all,data
34,8.0,0.012475365990990991,MSE,5.0,all,data
34,8.0,0.011380655400572245,MSE,1.0,all,data
34,8.0,0.009339080459770116,MSE,0.0,all,data
34,8.0,0.011217948717948718,MSE,3.0,all,data
34,8.0,0.012053571428571429,MSE,7.0,all,data
34,8.0,0.013744212962962963,MSE,4.0,all,data
34,8.0,0.012712445175438597,MSE,6.0,all,data
34,8.0,0.7583804987423326,r2,all,all,data
34,8.0,-0.41893692763852175,r2,shuffled,all,data
34,8.0,0.7105253580332285,r2,2.0,all,data
34,8.0,0.72830568313769,r2,5.0,all,data
34,8.0,0.7606954361369215,r2,1.0,all,data
34,8.0,0.7228436314209662,r2,0.0,all,data
34,8.0,0.8297735951771601,r2,3.0,all,data
34,8.0,0.7871605167335389,r2,7.0,all,data
34,8.0,0.7340557825546279,r2,4.0,all,data
34,8.0,0.7754516373634581,r2,6.0,all,data
35,8.0,0.8875920000695214,correlation,all,all,data
35,8.0,0.28110615829627655,correlation,shuffled,all,data
35,8.0,0.8955313053506061,correlation,2.0,all,data
35,8.0,0.8823627851352094,correlation,5.0,all,data
35,8.0,0.8848870161749386,correlation,1.0,all,data
35,8.0,0.8820798074874793,correlation,0.0,all,data
35,8.0,0.8835772514380936,correlation,3.0,all,data
35,8.0,0.9178579583953195,correlation,7.0,all,data
35,8.0,0.8860110631889525,correlation,4.0,all,data
35,8.0,0.8855539562007337,correlation,6.0,all,data
35,8.0,0.012226880081300812,MSE,all,all,data
35,8.0,0.07720834488174427,MSE,shuffled,all,data
35,8.0,0.010577876984126985,MSE,2.0,all,data
35,8.0,0.013671875,MSE,5.0,all,data
35,8.0,0.011422567954220315,MSE,1.0,all,data
35,8.0,0.0071390086206896556,MSE,0.0,all,data
35,8.0,0.02061298076923077,MSE,3.0,all,data
35,8.0,0.01331845238095238,MSE,7.0,all,data
35,8.0,0.011834490740740741,MSE,4.0,all,data
35,8.0,0.013294956140350877,MSE,6.0,all,data
35,8.0,0.7749153716905183,r2,all,all,data
35,8.0,-0.4663487380472011,r2,shuffled,all,data
35,8.0,0.7942788085199884,r2,2.0,all,data
35,8.0,0.7844026260148615,r2,5.0,all,data
35,8.0,0.7705104370107371,r2,1.0,all,data
35,8.0,0.8604149881237639,r2,0.0,all,data
35,8.0,0.7066361171875386,r2,3.0,all,data
35,8.0,0.798609446175977,r2,7.0,all,data
35,8.0,0.7647415405171473,r2,4.0,all,data
35,8.0,0.8157926003374284,r2,6.0,all,data
36,8.0,0.8802111958132949,correlation,all,all,data
36,8.0,0.26892097901447853,correlation,shuffled,all,data
36,8.0,0.8913718738819091,correlation,2.0,all,data
36,8.0,0.86127007839379,correlation,5.0,all,data
36,8.0,0.8747215613483234,correlation,1.0,all,data
36,8.0,0.8023578558102729,correlation,0.0,all,data
36,8.0,0.8916882261319883,correlation,3.0,all,data
36,8.0,0.9208957663955363,correlation,7.0,all,data
36,8.0,0.8808497639466033,correlation,4.0,all,data
36,8.0,0.8958352868766263,correlation,6.0,all,data
36,8.0,0.011616257852919438,MSE,all,all,data
36,8.0,0.07616465724316335,MSE,shuffled,all,data
36,8.0,0.013219246031746032,MSE,2.0,all,data
36,8.0,0.013671875,MSE,5.0,all,data
36,8.0,0.010964324034334763,MSE,1.0,all,data
36,8.0,0.008890086206896552,MSE,0.0,all,data
36,8.0,0.01330128205128205,MSE,3.0,all,data
36,8.0,0.011049107142857144,MSE,7.0,all,data
36,8.0,0.011212384259259259,MSE,4.0,all,data
36,8.0,0.011855811403508772,MSE,6.0,all,data
36,8.0,0.773913211613984,r2,all,all,data
36,8.0,-0.4516919776561785,r2,shuffled,all,data
36,8.0,0.7577517946776384,r2,2.0,all,data
36,8.0,0.7421229413336756,r2,5.0,all,data
36,8.0,0.779486157458154,r2,1.0,all,data
36,8.0,0.5569604531001591,r2,0.0,all,data
36,8.0,0.7814014204482599,r2,3.0,all,data
36,8.0,0.8313778030395301,r2,7.0,all,data
36,8.0,0.7814013643395126,r2,4.0,all,data
36,8.0,0.7528808398898408,r2,6.0,all,data
37,8.0,0.8869345728016141,correlation,all,all,data
37,8.0,0.2687499684864879,correlation,shuffled,all,data
37,8.0,0.9018738507882472,correlation,2.0,all,data
37,8.0,0.8875328035671245,correlation,5.0,all,data
37,8.0,0.886129713273942,correlation,1.0,all,data
37,8.0,0.8323338667461464,correlation,0.0,all,data
37,8.0,0.8847385122744135,correlation,3.0,all,data
37,8.0,0.925126881293892,correlation,7.0,all,data
37,8.0,0.8680783012267671,correlation,4.0,all,data
37,8.0,0.8746119209955777,correlation,6.0,all,data
37,8.0,0.011909298780487805,MSE,all,all,data
37,8.0,0.07731805478566149,MSE,shuffled,all,data
37,8.0,0.009263392857142857,MSE,2.0,all,data
37,8.0,0.013759853603603604,MSE,5.0,all,data
37,8.0,0.01162654238197425,MSE,1.0,all,data
37,8.0,0.01001257183908046,MSE,0.0,all,data
37,8.0,0.013361378205128204,MSE,3.0,all,data
37,8.0,0.010230654761904762,MSE,7.0,all,data
37,8.0,0.015104166666666667,MSE,4.0,all,data
37,8.0,0.012027138157894737,MSE,6.0,all,data
37,8.0,0.7679168153587645,r2,all,all,data
37,8.0,-0.5426786127123406,r2,shuffled,all,data
37,8.0,0.8269737805771202,r2,2.0,all,data
37,8.0,0.7502314176547051,r2,5.0,all,data
37,8.0,0.7506484092068715,r2,1.0,all,data
37,8.0,0.5381265423778022,r2,0.0,all,data
37,8.0,0.7730396006282253,r2,3.0,all,data
37,8.0,0.8432674947315029,r2,7.0,all,data
37,8.0,0.7735766546422713,r2,4.0,all,data
37,8.0,0.7591770287489397,r2,6.0,all,data
38,8.0,0.8776862952885096,correlation,all,all,data
38,8.0,0.23549623423373836,correlation,shuffled,all,data
38,8.0,0.900420526355234,correlation,2.0,all,data
38,8.0,0.8654809856691413,correlation,5.0,all,data
38,8.0,0.8737091361577847,correlation,1.0,all,data
38,8.0,0.8560867828307293,correlation,0.0,all,data
38,8.0,0.8859986213071875,correlation,3.0,all,data
38,8.0,0.8486038025249718,correlation,7.0,all,data
38,8.0,0.8749929041223332,correlation,4.0,all,data
38,8.0,0.9005624634639606,correlation,6.0,all,data
38,8.0,0.011783709811529933,MSE,all,all,data
38,8.0,0.075849963045085,MSE,shuffled,all,data
38,8.0,0.010081845238095239,MSE,2.0,all,data
38,8.0,0.013812640765765766,MSE,5.0,all,data
38,8.0,0.011783015915593706,MSE,1.0,all,data
38,8.0,0.009069683908045977,MSE,0.0,all,data
38,8.0,0.011538461538461539,MSE,3.0,all,data
38,8.0,0.013206845238095238,MSE,7.0,all,data
38,8.0,0.012210648148148148,MSE,4.0,all,data
38,8.0,0.012712445175438597,MSE,6.0,all,data
38,8.0,0.7674210560885869,r2,all,all,data
38,8.0,-0.459754134184007,r2,shuffled,all,data
38,8.0,0.796977943282727,r2,2.0,all,data
38,8.0,0.7811893038029726,r2,5.0,all,data
38,8.0,0.7384005437478969,r2,1.0,all,data
38,8.0,0.683531746031746,r2,0.0,all,data
38,8.0,0.8310572699830379,r2,3.0,all,data
38,8.0,0.8399077563739107,r2,7.0,all,data
38,8.0,0.7440516695446266,r2,4.0,all,data
38,8.0,0.8235145438844073,r2,6.0,all,data
39,8.0,0.8877225426569993,correlation,all,all,data
39,8.0,0.25312952424524704,correlation,shuffled,all,data
39,8.0,0.9152750352934572,correlation,2.0,all,data
39,8.0,0.8919877361326074,correlation,5.0,all,data
39,8.0,0.877319030240688,correlation,1.0,all,data
39,8.0,0.8394186326852199,correlation,0.0,all,data
39,8.0,0.9054095841999903,correlation,3.0,all,data
39,8.0,0.9078601516571415,correlation,7.0,all,data
39,8.0,0.8999649710090878,correlation,4.0,all,data
39,8.0,0.8445258939169825,correlation,6.0,all,data
39,8.0,0.011744733924611974,MSE,all,all,data
39,8.0,0.08027444798595713,MSE,shuffled,all,data
39,8.0,0.013045634920634921,MSE,2.0,all,data
39,8.0,0.013548704954954955,MSE,5.0,all,data
39,8.0,0.011101238376251788,MSE,1.0,all,data
39,8.0,0.011628951149425287,MSE,0.0,all,data
39,8.0,0.013020833333333334,MSE,3.0,all,data
39,8.0,0.009598214285714286,MSE,7.0,all,data
39,8.0,0.011255787037037036,MSE,4.0,all,data
39,8.0,0.013569078947368422,MSE,6.0,all,data
39,8.0,0.78480834706156,r2,all,all,data
39,8.0,-0.4100832637226768,r2,shuffled,all,data
39,8.0,0.8316146843851241,r2,2.0,all,data
39,8.0,0.7682025851392735,r2,5.0,all,data
39,8.0,0.7725797860087247,r2,1.0,all,data
39,8.0,0.4160306060473241,r2,0.0,all,data
39,8.0,0.8063139141419615,r2,3.0,all,data
39,8.0,0.8507814300685987,r2,7.0,all,data
39,8.0,0.7896205526403591,r2,4.0,all,data
39,8.0,0.7680940048297343,r2,6.0,all,data
40,8.0,0.881194238150111,correlation,all,all,data
40,8.0,0.26094583727175275,correlation,shuffled,all,data
40,8.0,0.8856971615161109,correlation,2.0,all,data
40,8.0,0.8627518288936319,correlation,5.0,all,data
40,8.0,0.883911328906559,correlation,1.0,all,data
40,8.0,0.8406472376446364,correlation,0.0,all,data
40,8.0,0.8654923727271573,correlation,3.0,all,data
40,8.0,0.8969711046575872,correlation,7.0,all,data
40,8.0,0.8896953353988585,correlation,4.0,all,data
40,8.0,0.8881084755694897,correlation,6.0,all,data
40,8.0,0.012161920269770879,MSE,all,all,data
40,8.0,0.07879625138580931,MSE,shuffled,all,data
40,8.0,0.011433531746031745,MSE,2.0,all,data
40,8.0,0.017613316441441443,MSE,5.0,all,data
40,8.0,0.01105932582260372,MSE,1.0,all,data
40,8.0,0.008845186781609195,MSE,0.0,all,data
40,8.0,0.014322916666666666,MSE,3.0,all,data
40,8.0,0.013839285714285714,MSE,7.0,all,data
40,8.0,0.013136574074074075,MSE,4.0,all,data
40,8.0,0.01206140350877193,MSE,6.0,all,data
40,8.0,0.7605268546325029,r2,all,all,data
40,8.0,-0.5140193891196028,r2,shuffled,all,data
40,8.0,0.7985210257392169,r2,2.0,all,data
40,8.0,0.6990644908104787,r2,5.0,all,data
40,8.0,0.7559127940174803,r2,1.0,all,data
40,8.0,0.6144546219555754,r2,0.0,all,data
40,8.0,0.7709940904129182,r2,3.0,all,data
40,8.0,0.7793349155255903,r2,7.0,all,data
40,8.0,0.7623977127082717,r2,4.0,all,data
40,8.0,0.7853915662650602,r2,6.0,all,data
41,8.0,0.8824712593146683,correlation,all,all,data
41,8.0,0.2543144587602573,correlation,shuffled,all,data
41,8.0,0.8783501216111845,correlation,2.0,all,data
41,8.0,0.8825765410006268,correlation,5.0,all,data
41,8.0,0.8743563568687737,correlation,1.0,all,data
41,8.0,0.8274426998509765,correlation,0.0,all,data
41,8.0,0.8912348229370173,correlation,3.0,all,data
41,8.0,0.8975004661045806,correlation,7.0,all,data
41,8.0,0.8988625533397914,correlation,4.0,all,data
41,8.0,0.9233525117787889,correlation,6.0,all,data
41,8.0,0.012610864745011087,MSE,all,all,data
41,8.0,0.07764574094604583,MSE,shuffled,all,data
41,8.0,0.011879960317460317,MSE,2.0,all,data
41,8.0,0.013601492117117118,MSE,5.0,all,data
41,8.0,0.01250670600858369,MSE,1.0,all,data
41,8.0,0.010281968390804598,MSE,0.0,all,data
41,8.0,0.011638621794871795,MSE,3.0,all,data
41,8.0,0.012611607142857143,MSE,7.0,all,data
41,8.0,0.014279513888888888,MSE,4.0,all,data
41,8.0,0.013466282894736841,MSE,6.0,all,data
41,8.0,0.7657979873936734,r2,all,all,data
41,8.0,-0.4621371126843077,r2,shuffled,all,data
41,8.0,0.7580472752660747,r2,2.0,all,data
41,8.0,0.7183497641900052,r2,5.0,all,data
41,8.0,0.7489163822359404,r2,1.0,all,data
41,8.0,0.7085917772741988,r2,0.0,all,data
41,8.0,0.7847453391103092,r2,3.0,all,data
41,8.0,0.9014080987097188,r2,7.0,all,data
41,8.0,0.7590146890245528,r2,4.0,all,data
41,8.0,0.8012989897690295,r2,6.0,all,data
42,8.0,0.8901031103336741,correlation,all,all,data
42,8.0,0.29456916634325725,correlation,shuffled,all,data
42,8.0,0.8739346027342221,correlation,2.0,all,data
42,8.0,0.9030510840322278,correlation,5.0,all,data
42,8.0,0.8869472114905289,correlation,1.0,all,data
42,8.0,0.8214671388925445,correlation,0.0,all,data
42,8.0,0.9043177569573919,correlation,3.0,all,data
42,8.0,0.9113109268080051,correlation,7.0,all,data
42,8.0,0.8871424727798904,correlation,4.0,all,data
42,8.0,0.9255213084443775,correlation,6.0,all,data
42,8.0,0.012114283074648928,MSE,all,all,data
42,8.0,0.07784783813747229,MSE,shuffled,all,data
42,8.0,0.01175595238095238,MSE,2.0,all,data
42,8.0,0.01391821509009009,MSE,5.0,all,data
42,8.0,0.011788604256080115,MSE,1.0,all,data
42,8.0,0.007004310344827586,MSE,0.0,all,data
42,8.0,0.014543269230769231,MSE,3.0,all,data
42,8.0,0.015959821428571427,MSE,7.0,all,data
42,8.0,0.010546875,MSE,4.0,all,data
42,8.0,0.013500548245614035,MSE,6.0,all,data
42,8.0,0.77858881728133,r2,all,all,data
42,8.0,-0.4809941970649134,r2,shuffled,all,data
42,8.0,0.8019309645679711,r2,2.0,all,data
42,8.0,0.7890986073289732,r2,5.0,all,data
42,8.0,0.7628114609086974,r2,1.0,all,data
42,8.0,0.5837882675205927,r2,0.0,all,data
42,8.0,0.7892404909539028,r2,3.0,all,data
42,8.0,0.8483938410358888,r2,7.0,all,data
42,8.0,0.7936863800560212,r2,4.0,all,data
42,8.0,0.7587493492219587,r2,6.0,all,data
43,8.0,0.887910331567797,correlation,all,all,data
43,8.0,0.2643449173657519,correlation,shuffled,all,data
43,8.0,0.9054353991530397,correlation,2.0,all,data
43,8.0,0.8596519999733683,correlation,5.0,all,data
43,8.0,0.8887055128577531,correlation,1.0,all,data
43,8.0,0.7773580488386059,correlation,0.0,all,data
43,8.0,0.8876037767266397,correlation,3.0,all,data
43,8.0,0.9060078086773851,correlation,7.0,all,data
43,8.0,0.9031212679855903,correlation,4.0,all,data
43,8.0,0.8703260735417319,correlation,6.0,all,data
43,8.0,0.011759169438285292,MSE,all,all,data
43,8.0,0.07276653732446416,MSE,shuffled,all,data
43,8.0,0.010776289682539682,MSE,2.0,all,data
43,8.0,0.013971002252252252,MSE,5.0,all,data
43,8.0,0.011520363912732475,MSE,1.0,all,data
43,8.0,0.009563577586206896,MSE,0.0,all,data
43,8.0,0.011197916666666667,MSE,3.0,all,data
43,8.0,0.01443452380952381,MSE,7.0,all,data
43,8.0,0.012818287037037038,MSE,4.0,all,data
43,8.0,0.010759320175438597,MSE,6.0,all,data
43,8.0,0.7643255931366386,r2,all,all,data
43,8.0,-0.4391544750351093,r2,shuffled,all,data
43,8.0,0.7596077346956747,r2,2.0,all,data
43,8.0,0.6748841478572931,r2,5.0,all,data
43,8.0,0.7775010457196603,r2,1.0,all,data
43,8.0,0.5907659675017447,r2,0.0,all,data
43,8.0,0.7336161644777233,r2,3.0,all,data
43,8.0,0.8334270914762889,r2,7.0,all,data
43,8.0,0.7643617229725078,r2,4.0,all,data
43,8.0,0.7800094517958412,r2,6.0,all,data
44,8.0,0.889832707742491,correlation,all,all,data
44,8.0,0.27812658867278,correlation,shuffled,all,data
44,8.0,0.9036700228042825,correlation,2.0,all,data
44,8.0,0.8594994147727726,correlation,5.0,all,data
44,8.0,0.8835833207166031,correlation,1.0,all,data
44,8.0,0.8616892828042285,correlation,0.0,all,data
44,8.0,0.9003027434887445,correlation,3.0,all,data
44,8.0,0.9169121699781009,correlation,7.0,all,data
44,8.0,0.9134851299978307,correlation,4.0,all,data
44,8.0,0.8801179132301066,correlation,6.0,all,data
44,8.0,0.01251992100886918,MSE,all,all,data
44,8.0,0.0804635532150776,MSE,shuffled,all,data
44,8.0,0.011929563492063491,MSE,2.0,all,data
44,8.0,0.01861627252252252,MSE,5.0,all,data
44,8.0,0.012154640557939914,MSE,1.0,all,data
44,8.0,0.007588002873563218,MSE,0.0,all,data
44,8.0,0.009935897435897435,MSE,3.0,all,data
44,8.0,0.014769345238095238,MSE,7.0,all,data
44,8.0,0.011458333333333333,MSE,4.0,all,data
44,8.0,0.01538514254385965,MSE,6.0,all,data
44,8.0,0.7683662667497635,r2,all,all,data
44,8.0,-0.45976817613980203,r2,shuffled,all,data
44,8.0,0.7901972932389305,r2,2.0,all,data
44,8.0,0.6779859436524851,r2,5.0,all,data
44,8.0,0.7708840769547741,r2,1.0,all,data
44,8.0,0.6732480791356441,r2,0.0,all,data
44,8.0,0.7929790057569479,r2,3.0,all,data
44,8.0,0.7747811391998077,r2,7.0,all,data
44,8.0,0.8210781782505422,r2,4.0,all,data
44,8.0,0.694831979404955,r2,6.0,all,data
45,8.0,0.8917620539023858,correlation,all,all,data
45,8.0,0.25605372773473534,correlation,shuffled,all,data
45,8.0,0.8961896856170073,correlation,2.0,all,data
45,8.0,0.8753625518238491,correlation,5.0,all,data
45,8.0,0.8907509825917727,correlation,1.0,all,data
45,8.0,0.8688409855381172,correlation,0.0,all,data
45,8.0,0.88587806678231,correlation,3.0,all,data
45,8.0,0.8867732220190468,correlation,7.0,all,data
45,8.0,0.9094330109072023,correlation,4.0,all,data
45,8.0,0.8990331028709867,correlation,6.0,all,data
45,8.0,0.012506929046563193,MSE,all,all,data
45,8.0,0.07833142784552846,MSE,shuffled,all,data
45,8.0,0.011532738095238096,MSE,2.0,all,data
45,8.0,0.014850788288288288,MSE,5.0,all,data
45,8.0,0.012325084942775394,MSE,1.0,all,data
45,8.0,0.008485991379310345,MSE,0.0,all,data
45,8.0,0.011478365384615385,MSE,3.0,all,data
45,8.0,0.01796875,MSE,7.0,all,data
45,8.0,0.010546875,MSE,4.0,all,data
45,8.0,0.017304002192982455,MSE,6.0,all,data
45,8.0,0.7717278792093835,r2,all,all,data
45,8.0,-0.5610257064216613,r2,shuffled,all,data
45,8.0,0.8037607380986,r2,2.0,all,data
45,8.0,0.7693504697135611,r2,5.0,all,data
45,8.0,0.7558146804581749,r2,1.0,all,data
45,8.0,0.6948891697407509,r2,0.0,all,data
45,8.0,0.7844595698739146,r2,3.0,all,data
45,8.0,0.8128388073003638,r2,7.0,all,data
45,8.0,0.7973987676456936,r2,4.0,all,data
45,8.0,0.7363047199804353,r2,6.0,all,data
46,8.0,0.8849111255923372,correlation,all,all,data
46,8.0,0.27887373574384194,correlation,shuffled,all,data
46,8.0,0.8674049401355587,correlation,2.0,all,data
46,8.0,0.8676903661347125,correlation,5.0,all,data
46,8.0,0.8774010671245678,correlation,1.0,all,data
46,8.0,0.8079183369417141,correlation,0.0,all,data
46,8.0,0.8876812966005879,correlation,3.0,all,data
46,8.0,0.9346851569246157,correlation,7.0,all,data
46,8.0,0.9219849623370654,correlation,4.0,all,data
46,8.0,0.9125893032647158,correlation,6.0,all,data
46,8.0,0.0119136294345898,MSE,all,all,data
46,8.0,0.07712606245380636,MSE,shuffled,all,data
46,8.0,0.015811011904761904,MSE,2.0,all,data
46,8.0,0.014111768018018018,MSE,5.0,all,data
46,8.0,0.010877704756795422,MSE,1.0,all,data
46,8.0,0.011584051724137932,MSE,0.0,all,data
46,8.0,0.012379807692307692,MSE,3.0,all,data
46,8.0,0.010677083333333334,MSE,7.0,all,data
46,8.0,0.01105324074074074,MSE,4.0,all,data
46,8.0,0.012198464912280702,MSE,6.0,all,data
46,8.0,0.7747337046479132,r2,all,all,data
46,8.0,-0.5416560604664011,r2,shuffled,all,data
46,8.0,0.8015467315021219,r2,2.0,all,data
46,8.0,0.7416483867075081,r2,5.0,all,data
46,8.0,0.7647720578372853,r2,1.0,all,data
46,8.0,0.610254342640191,r2,0.0,all,data
46,8.0,0.7934670563328764,r2,3.0,all,data
46,8.0,0.8068545539587479,r2,7.0,all,data
46,8.0,0.8021727682735315,r2,4.0,all,data
46,8.0,0.7776865597290027,r2,6.0,all,data
47,8.0,0.8903823460887099,correlation,all,all,data
47,8.0,0.27542714495832543,correlation,shuffled,all,data
47,8.0,0.8916742747002262,correlation,2.0,all,data
47,8.0,0.8672341355037266,correlation,5.0,all,data
47,8.0,0.8863364067543432,correlation,1.0,all,data
47,8.0,0.8536612607623174,correlation,0.0,all,data
47,8.0,0.9122224945340308,correlation,3.0,all,data
47,8.0,0.9119462112395439,correlation,7.0,all,data
47,8.0,0.898157849863485,correlation,4.0,all,data
47,8.0,0.9119363971455089,correlation,6.0,all,data
47,8.0,0.010969546840354767,MSE,all,all,data
47,8.0,0.07266548872875092,MSE,shuffled,all,data
47,8.0,0.010825892857142857,MSE,2.0,all,data
47,8.0,0.012088260135135136,MSE,5.0,all,data
47,8.0,0.011017413268955651,MSE,1.0,all,data
47,8.0,0.008396192528735632,MSE,0.0,all,data
47,8.0,0.00875400641025641,MSE,3.0,all,data
47,8.0,0.01369047619047619,MSE,7.0,all,data
47,8.0,0.010749421296296297,MSE,4.0,all,data
47,8.0,0.012369791666666666,MSE,6.0,all,data
47,8.0,0.774984965969559,r2,all,all,data
47,8.0,-0.45816962388741533,r2,shuffled,all,data
47,8.0,0.8183301604568942,r2,2.0,all,data
47,8.0,0.7476596990813669,r2,5.0,all,data
47,8.0,0.7575660154485121,r2,1.0,all,data
47,8.0,0.5845814051325199,r2,0.0,all,data
47,8.0,0.8228450809187048,r2,3.0,all,data
47,8.0,0.8661278227653161,r2,7.0,all,data
47,8.0,0.7582691505728738,r2,4.0,all,data
47,8.0,0.8117938657184396,r2,6.0,all,data
48,8.0,0.8880160197429868,correlation,all,all,data
48,8.0,0.2639173848718438,correlation,shuffled,all,data
48,8.0,0.9017661581093018,correlation,2.0,all,data
48,8.0,0.9110527904585456,correlation,5.0,all,data
48,8.0,0.8746731899955651,correlation,1.0,all,data
48,8.0,0.8844455818423147,correlation,0.0,all,data
48,8.0,0.9110656191333873,correlation,3.0,all,data
48,8.0,0.9272688410694077,correlation,7.0,all,data
48,8.0,0.8820593262714409,correlation,4.0,all,data
48,8.0,0.87782971021078,correlation,6.0,all,data
48,8.0,0.01125103935698448,MSE,all,all,data
48,8.0,0.07520325203252033,MSE,shuffled,all,data
48,8.0,0.011098710317460318,MSE,2.0,all,data
48,8.0,0.010399070945945946,MSE,5.0,all,data
48,8.0,0.011665660765379114,MSE,1.0,all,data
48,8.0,0.007408405172413793,MSE,0.0,all,data
48,8.0,0.009435096153846153,MSE,3.0,all,data
48,8.0,0.012388392857142856,MSE,7.0,all,data
48,8.0,0.013339120370370371,MSE,4.0,all,data
48,8.0,0.008292214912280702,MSE,6.0,all,data
48,8.0,0.7744733731582164,r2,all,all,data
48,8.0,-0.5298132874555608,r2,shuffled,all,data
48,8.0,0.8044172675798162,r2,2.0,all,data
48,8.0,0.7560028858128557,r2,5.0,all,data
48,8.0,0.7511876442825167,r2,1.0,all,data
48,8.0,0.6909474177304133,r2,0.0,all,data
48,8.0,0.8431015830024935,r2,3.0,all,data
48,8.0,0.8463016330451489,r2,7.0,all,data
48,8.0,0.7356622035240312,r2,4.0,all,data
48,8.0,0.8501000902775052,r2,6.0,all,data
49,8.0,0.8841301438758007,correlation,all,all,data
49,8.0,0.2616550028410254,correlation,shuffled,all,data
49,8.0,0.8872673454238938,correlation,2.0,all,data
49,8.0,0.883516174319712,correlation,5.0,all,data
49,8.0,0.8836157506483526,correlation,1.0,all,data
49,8.0,0.8097060122798205,correlation,0.0,all,data
49,8.0,0.87847713075113,correlation,3.0,all,data
49,8.0,0.9206737468372744,correlation,7.0,all,data
49,8.0,0.8863749035625161,correlation,4.0,all,data
49,8.0,0.8751079997992014,correlation,6.0,all,data
49,8.0,0.011828459903917222,MSE,all,all,data
49,8.0,0.0768474570399113,MSE,shuffled,all,data
49,8.0,0.010825892857142857,MSE,2.0,all,data
49,8.0,0.016012105855855857,MSE,5.0,all,data
49,8.0,0.011439332975679542,MSE,1.0,all,data
49,8.0,0.007767600574712643,MSE,0.0,all,data
49,8.0,0.010977564102564102,MSE,3.0,all,data
49,8.0,0.010714285714285714,MSE,7.0,all,data
49,8.0,0.013165509259259259,MSE,4.0,all,data
49,8.0,0.013637609649122808,MSE,6.0,all,data
49,8.0,0.7632435549253074,r2,all,all,data
49,8.0,-0.46127004002819194,r2,shuffled,all,data
49,8.0,0.7818927837535726,r2,2.0,all,data
49,8.0,0.684416256476285,r2,5.0,all,data
49,8.0,0.7642879680207935,r2,1.0,all,data
49,8.0,0.6501360187891793,r2,0.0,all,data
49,8.0,0.7401037163740558,r2,3.0,all,data
49,8.0,0.7892924243384938,r2,7.0,all,data
49,8.0,0.7967317414779416,r2,4.0,all,data
49,8.0,0.7979462695019841,r2,6.0,all,data
50,8.0,0.8777138431121535,correlation,all,all,data
50,8.0,0.261394329668944,correlation,shuffled,all,data
50,8.0,0.8660993898006059,correlation,2.0,all,data
50,8.0,0.8911659290257861,correlation,5.0,all,data
50,8.0,0.8766276578851001,correlation,1.0,all,data
50,8.0,0.8519279051372824,correlation,0.0,all,data
50,8.0,0.8485816017235752,correlation,3.0,all,data
50,8.0,0.9193555122031162,correlation,7.0,all,data
50,8.0,0.883136043804288,correlation,4.0,all,data
50,8.0,0.896010431004576,correlation,6.0,all,data
50,8.0,0.012476614467849223,MSE,all,all,data
50,8.0,0.07544576866223207,MSE,shuffled,all,data
50,8.0,0.011383928571428571,MSE,2.0,all,data
50,8.0,0.01071579391891892,MSE,5.0,all,data
50,8.0,0.012621266988555079,MSE,1.0,all,data
50,8.0,0.008710488505747127,MSE,0.0,all,data
50,8.0,0.013481570512820513,MSE,3.0,all,data
